"study_site","p_years_miss","p_years_pres","no_records","country","no_species","no_genus","p_spec","p_gen","p_cors"
"France_100000102",79.2,20.8,262,"France",1,2,0,1.90839694656489,98.0916030534351
"France_100000103",79.2,20.8,299,"France",1,1,0,0,100
"France_100000104",79.2,20.8,277,"France",1,2,0,0.36101083032491,99.6389891696751
"France_100000106",73.6,26.4,490,"France",1,1,0,0,100
"France_100000107",83,17,270,"France",1,2,0,0.740740740740741,99.2592592592593
"France_100000108",71.7,28.3,490,"France",1,1,0,0,100
"France_100000109",77.4,22.6,378,"France",1,2,0,1.58730158730159,98.4126984126984
"France_100000110",73.6,26.4,344,"France",1,3,0,1.45348837209302,98.546511627907
"France_100000111",77.4,22.6,265,"France",2,2,0.377358490566038,0,99.622641509434
"France_100000112",73.6,26.4,460,"France",1,3,0,1.08695652173913,98.9130434782609
"France_100000113",79.2,20.8,375,"France",1,1,0,0,100
"France_100000114",75.5,24.5,377,"France",1,2,0,0.26525198938992,99.7347480106101
"France_100000115",84.9,15.1,237,"France",1,1,0,0,100
"France_100000116",73.6,26.4,371,"France",1,1,0,0,100
"France_100000118",73.6,26.4,466,"France",1,2,0,2.36051502145923,97.6394849785408
"France_100000119",75.5,24.5,411,"France",1,2,0,0.97323600973236,99.0267639902676
"France_100000120",83,17,292,"France",1,1,0,0,100
"France_100000121",75.5,24.5,423,"France",1,2,0,0.236406619385343,99.7635933806147
"France_100000122",73.6,26.4,448,"France",1,2,0,0.223214285714286,99.7767857142857
"France_100000123",67.9,32.1,563,"France",1,2,0,0.177619893428064,99.8223801065719
"France_100000124",67.9,32.1,606,"France",1,3,0,0.66006600660066,99.3399339933993
"France_100000125",73.6,26.4,439,"France",1,3,0,0.911161731207289,99.0888382687927
"France_100000126",66,34,608,"France",1,2,0,0.328947368421053,99.6710526315789
"France_100000127",79.2,20.8,299,"France",1,1,0,0,100
"France_100000128",75.5,24.5,440,"France",1,2,0,0.454545454545455,99.5454545454545
"France_100000129",75.5,24.5,388,"France",1,3,0,1.28865979381443,98.7113402061856
"France_100000130",83,17,274,"France",1,1,0,0,100
"France_100000131",75.5,24.5,443,"France",1,1,0,0,100
"France_100000132",79.2,20.8,335,"France",1,1,0,0,100
"France_100000133",73.6,26.4,417,"France",1,2,0,0.479616306954436,99.5203836930456
"France_100000134",77.4,22.6,351,"France",1,2,0,0.854700854700855,99.1452991452991
"France_100000135",73.6,26.4,407,"France",1,3,0,1.47420147420147,98.5257985257985
"France_100000136",75.5,24.5,389,"France",1,2,0,1.02827763496144,98.9717223650386
"France_100000137",79.2,20.8,286,"France",1,1,0,0,100
"France_100000138",81.1,18.9,247,"France",1,1,0,0,100
"France_100000139",79.2,20.8,280,"France",1,1,0,0,100
"France_100000140",75.5,24.5,477,"France",1,2,0,0.209643605870021,99.79035639413
"France_100000141",64.2,35.8,608,"France",1,1,0,0,100
"France_100000142",66,34,481,"France",1,1,0,0,100
"France_100000143",64.2,35.8,631,"France",1,1,0,0,100
"France_100000144",69.8,30.2,549,"France",1,1,0,0,100
"France_100000145",73.6,26.4,451,"France",1,1,0,0,100
"France_100000146",66,34,659,"France",1,1,0,0,100
"France_100000147",75.5,24.5,417,"France",1,1,0,0,100
"France_100000148",67.9,32.1,591,"France",1,1,0,0,100
"France_100000149",73.6,26.4,351,"France",1,1,0,0,100
"France_100000150",73.6,26.4,518,"France",1,1,0,0,100
"France_100000151",71.7,28.3,536,"France",1,1,0,0,100
"France_100000152",71.7,28.3,449,"France",1,1,0,0,100
"France_100000153",81.1,18.9,316,"France",1,1,0,0,100
"France_100000154",67.9,32.1,645,"France",1,1,0,0,100
"France_100000155",67.9,32.1,635,"France",1,1,0,0,100
"France_100000156",69.8,30.2,565,"France",1,1,0,0,100
"France_100000157",66,34,607,"France",1,1,0,0,100
"France_100000158",77.4,22.6,362,"France",1,1,0,0,100
"France_100000159",69.8,30.2,440,"France",1,1,0,0,100
"France_100000160",73.6,26.4,331,"France",1,1,0,0,100
"France_100000161",75.5,24.5,414,"France",1,2,0,0.241545893719807,99.7584541062802
"France_100000162",64.2,35.8,595,"France",1,2,0,0.168067226890756,99.8319327731092
"France_100000163",58.5,41.5,710,"France",1,2,0,0.28169014084507,99.7183098591549
"France_100000164",69.8,30.2,438,"France",1,2,0,2.05479452054794,97.9452054794521
"France_100000165",62.3,37.7,662,"France",1,3,0,1.3595166163142,98.6404833836858
"France_100000166",58.5,41.5,843,"France",1,1,0,0,100
"France_100000167",73.6,26.4,385,"France",1,3,0,2.5974025974026,97.4025974025974
"France_100000168",77.4,22.6,331,"France",1,3,0,2.7190332326284,97.2809667673716
"France_100000169",62.3,37.7,595,"France",1,2,0,0.168067226890756,99.8319327731092
"France_100000170",56.6,43.4,767,"France",1,2,0,0.651890482398957,99.348109517601
"France_100000171",56.6,43.4,564,"France",1,3,0,1.59574468085106,98.4042553191489
"France_100000172",69.8,30.2,443,"France",1,2,0,1.35440180586907,98.6455981941309
"France_100000173",69.8,30.2,399,"France",1,2,0,0.25062656641604,99.749373433584
"France_100000174",75.5,24.5,294,"France",1,3,0,1.36054421768707,98.6394557823129
"France_100000175",73.6,26.4,268,"France",1,1,0,0,100
"France_100000176",71.7,28.3,357,"France",1,3,0,0.560224089635854,99.4397759103641
"France_100000177",69.8,30.2,341,"France",1,1,0,0,100
"France_100000178",79.2,20.8,291,"France",1,1,0,0,100
"France_100000179",75.5,24.5,423,"France",1,2,0,0.236406619385343,99.7635933806147
"France_100000180",67.9,32.1,466,"France",1,2,0,0.214592274678112,99.7854077253219
"France_100000181",75.5,24.5,398,"France",1,2,0,0.251256281407035,99.748743718593
"France_100000182",66,34,602,"France",1,2,0,0.332225913621262,99.6677740863787
"France_100000183",66,34,497,"France",1,2,0,0.603621730382294,99.3963782696177
"France_100000184",67.9,32.1,273,"France",1,1,0,0,100
"France_100000185",69.8,30.2,450,"France",1,2,0,0.666666666666667,99.3333333333333
"France_100000186",83,17,285,"France",1,1,0,0,100
"France_100000187",66,34,425,"France",1,2,0,0.235294117647059,99.7647058823529
"France_100000188",73.6,26.4,376,"France",1,1,0,0,100
"France_100000189",69.8,30.2,480,"France",1,2,0,0.208333333333333,99.7916666666667
"France_100000190",77.4,22.6,410,"France",1,2,0,0.48780487804878,99.5121951219512
"France_100000191",71.7,28.3,455,"France",1,1,0,0,100
"France_100000192",75.5,24.5,378,"France",1,1,0,0,100
"France_100000193",71.7,28.3,371,"France",1,1,0,0,100
"France_100000194",54.7,45.3,811,"France",1,1,0,0,100
"France_100000195",62.3,37.7,544,"France",1,2,0,1.28676470588235,98.7132352941177
"France_100000196",58.5,41.5,545,"France",1,3,0,0.36697247706422,99.6330275229358
"France_100000197",71.7,28.3,293,"France",1,1,0,0,100
"France_100000198",77.4,22.6,331,"France",1,3,0,1.51057401812689,98.4894259818731
"France_100000199",73.6,26.4,508,"France",1,2,0,0.196850393700787,99.8031496062992
"France_100000200",73.6,26.4,565,"France",1,1,0,0,100
"France_100000201",69.8,30.2,622,"France",1,1,0,0,100
"France_100000202",71.7,28.3,552,"France",1,2,0,0.181159420289855,99.8188405797101
"France_100000203",67.9,32.1,579,"France",1,2,0,0.172711571675302,99.8272884283247
"France_100000204",69.8,30.2,472,"France",1,1,0,0,100
"France_100000205",75.5,24.5,365,"France",2,2,0.821917808219178,0,99.1780821917808
"France_100000206",62.3,37.7,583,"France",1,1,0,0,100
"France_100000207",66,34,335,"France",1,1,0,0,100
"France_100000208",67.9,32.1,392,"France",1,1,0,0,100
"France_100000209",64.2,35.8,502,"France",1,1,0,0,100
"France_100000210",66,34,478,"France",1,1,0,0,100
"France_100000211",64.2,35.8,593,"France",1,2,0,0.168634064080944,99.8313659359191
"France_100000212",60.4,39.6,486,"France",1,1,0,0,100
"France_100000213",64.2,35.8,515,"France",1,2,0,0.194174757281553,99.8058252427185
"France_100000214",56.6,43.4,773,"France",1,3,0,2.19922380336352,97.8007761966365
"France_100000215",71.7,28.3,425,"France",1,1,0,0,100
"France_100000216",81.1,18.9,310,"France",1,1,0,0,100
"France_100000217",73.6,26.4,435,"France",2,4,0.459770114942529,1.60919540229885,97.9310344827586
"France_100000218",66,34,574,"France",1,1,0,0,100
"France_100000219",75.5,24.5,339,"France",1,1,0,0,100
"France_100000220",83,17,308,"France",1,2,0,0.324675324675325,99.6753246753247
"France_100000221",71.7,28.3,456,"France",1,1,0,0,100
"France_100000222",69.8,30.2,470,"France",1,2,0,2.76595744680851,97.2340425531915
"France_100000223",77.4,22.6,448,"France",1,1,0,0,100
"France_100000224",79.2,20.8,359,"France",1,1,0,0,100
"France_100000225",73.6,26.4,404,"France",1,1,0,0,100
"France_100000226",81.1,18.9,266,"France",1,1,0,0,100
"France_100000227",77.4,22.6,425,"France",1,1,0,0,100
"France_100000228",73.6,26.4,444,"France",1,1,0,0,100
"France_100000229",67.9,32.1,455,"France",1,2,0,0.21978021978022,99.7802197802198
"France_100000230",69.8,30.2,305,"France",1,1,0,0,100
"France_100000231",75.5,24.5,246,"France",1,1,0,0,100
"France_100000232",66,34,446,"France",1,2,0,0.224215246636771,99.7757847533632
"France_100000233",73.6,26.4,393,"France",1,2,0,0.508905852417303,99.4910941475827
"France_100000234",67.9,32.1,519,"France",1,2,0,0.192678227360308,99.8073217726397
"France_100000235",67.9,32.1,493,"France",1,2,0,0.202839756592292,99.7971602434077
"France_100000236",75.5,24.5,377,"France",1,2,0,0.26525198938992,99.7347480106101
"France_100000237",73.6,26.4,416,"France",1,3,0,2.16346153846154,97.8365384615385
"France_100000238",69.8,30.2,492,"France",1,1,0,0,100
"France_100000239",79.2,20.8,311,"France",1,1,0,0,100
"France_100000240",77.4,22.6,421,"France",1,2,0,0.475059382422803,99.5249406175772
"France_100000241",83,17,221,"France",1,1,0,0,100
"France_100000242",79.2,20.8,300,"France",1,1,0,0,100
"France_100000243",77.4,22.6,348,"France",1,1,0,0,100
"France_100000244",79.2,20.8,208,"France",1,1,0,0,100
"France_100000245",81.1,18.9,269,"France",1,1,0,0,100
"France_100000246",77.4,22.6,348,"France",1,1,0,0,100
"France_100000247",77.4,22.6,383,"France",1,1,0,0,100
"France_100000248",79.2,20.8,390,"France",1,1,0,0,100
"France_100000249",81.1,18.9,281,"France",1,1,0,0,100
"France_100000250",77.4,22.6,285,"France",1,1,0,0,100
"France_100000251",77.4,22.6,340,"France",1,1,0,0,100
"France_100000252",79.2,20.8,283,"France",1,1,0,0,100
"France_100000253",79.2,20.8,362,"France",1,1,0,0,100
"France_100000254",71.7,28.3,503,"France",1,1,0,0,100
"France_100000255",75.5,24.5,225,"France",1,1,0,0,100
"France_100000256",83,17,212,"France",1,1,0,0,100
"France_100000257",69.8,30.2,511,"France",1,3,0,1.36986301369863,98.6301369863014
"France_100000258",75.5,24.5,406,"France",1,1,0,0,100
"France_100000259",71.7,28.3,452,"France",1,2,0,0.221238938053097,99.7787610619469
"France_100000260",75.5,24.5,394,"France",1,2,0,0.253807106598985,99.746192893401
"France_100000261",75.5,24.5,376,"France",1,3,0,3.45744680851064,96.5425531914894
"France_100000262",66,34,543,"France",1,3,0,2.57826887661142,97.4217311233886
"France_100000263",79.2,20.8,314,"France",1,2,0,1.27388535031847,98.7261146496815
"France_100000264",81.1,18.9,281,"France",1,2,0,0.711743772241993,99.288256227758
"France_100000265",79.2,20.8,348,"France",1,2,0,1.4367816091954,98.5632183908046
"France_100000266",81.1,18.9,291,"France",1,1,0,0,100
"France_100000267",77.4,22.6,362,"France",1,1,0,0,100
"France_100000269",84.9,15.1,197,"France",1,1,0,0,100
"France_100000270",81.1,18.9,253,"France",1,1,0,0,100
"France_100000271",79.2,20.8,293,"France",1,1,0,0,100
"France_100000272",81.1,18.9,327,"France",1,1,0,0,100
"France_100000273",73.6,26.4,245,"France",1,1,0,0,100
"France_100000274",73.6,26.4,211,"France",1,1,0,0,100
"France_100000275",71.7,28.3,252,"France",1,1,0,0,100
"France_100000276",77.4,22.6,186,"France",1,1,0,0,100
"France_100000277",81.1,18.9,154,"France",1,1,0,0,100
"France_100000278",81.1,18.9,202,"France",1,1,0,0,100
"France_100000279",79.2,20.8,167,"France",1,1,0,0,100
"France_100000280",73.6,26.4,278,"France",1,1,0,0,100
"France_100000281",79.2,20.8,185,"France",1,1,0,0,100
"France_100000282",83,17,217,"France",1,1,0,0,100
"France_100000283",83,17,154,"France",1,1,0,0,100
"France_100000284",83,17,144,"France",1,1,0,0,100
"France_100000285",83,17,258,"France",1,1,0,0,100
"France_100000286",81.1,18.9,259,"France",1,1,0,0,100
"France_100000287",79.2,20.8,325,"France",1,2,0,0.615384615384615,99.3846153846154
"France_100000288",77.4,22.6,366,"France",1,2,0,1.36612021857923,98.6338797814208
"France_100000289",81.1,18.9,373,"France",1,2,0,0.268096514745308,99.7319034852547
"France_100000290",77.4,22.6,346,"France",1,3,0,2.89017341040462,97.1098265895954
"France_100000291",79.2,20.8,371,"France",1,1,0,0,100
"France_100000292",73.6,26.4,364,"France",1,3,0,3.57142857142857,96.4285714285714
"France_100000293",79.2,20.8,294,"France",1,2,0,0.340136054421769,99.6598639455782
"France_100000294",79.2,20.8,349,"France",1,1,0,0,100
"France_100000295",81.1,18.9,277,"France",1,2,0,0.36101083032491,99.6389891696751
"France_100000296",83,17,267,"France",1,3,0,2.99625468164794,97.0037453183521
"France_100000297",79.2,20.8,338,"France",1,2,0,0.29585798816568,99.7041420118343
"France_100000298",81.1,18.9,292,"France",1,2,0,3.42465753424658,96.5753424657534
"France_100000299",75.5,24.5,455,"France",1,2,0,2.63736263736264,97.3626373626374
"France_100000300",81.1,18.9,298,"France",1,3,0,4.69798657718121,95.3020134228188
"France_100000301",79.2,20.8,425,"France",1,2,0,0.235294117647059,99.7647058823529
"France_100000302",79.2,20.8,380,"France",1,2,0,1.05263157894737,98.9473684210526
"France_100000303",81.1,18.9,276,"France",1,1,0,0,100
"France_100000305",84.9,15.1,184,"France",1,1,0,0,100
"France_100000306",84.9,15.1,263,"France",1,2,0,1.14068441064639,98.8593155893536
"France_100000307",81.1,18.9,344,"France",1,1,0,0,100
"France_100000308",62.3,37.7,590,"France",35,75,27.2881355932203,46.271186440678,26.4406779661017
"France_100000309",62.3,37.7,679,"France",41,83,26.8041237113402,44.0353460972018,29.160530191458
"France_100000310",62.3,37.7,590,"France",55,56,60,16.7796610169492,23.2203389830508
"France_100000311",62.3,37.7,497,"France",52,57,53.9235412474849,19.5171026156942,26.5593561368209
"France_100000312",64.2,35.8,438,"France",31,65,40.4109589041096,34.703196347032,24.8858447488584
"France_100000313",66,34,372,"France",27,49,43.2795698924731,32.258064516129,24.4623655913978
"Germany_108000001",81.1,18.9,422,"Germany",48,57,60.6635071090047,26.0663507109005,13.2701421800948
"Germany_108000002",79.2,20.8,464,"Germany",50,60,57.9741379310345,27.801724137931,14.2241379310345
"Germany_108000003",81.1,18.9,502,"Germany",61,78,55.9760956175299,29.0836653386454,14.9402390438247
"Germany_108000004",81.1,18.9,457,"Germany",55,67,54.7045951859956,28.6652078774617,16.6301969365427
"Germany_108000005",81.1,18.9,526,"Germany",67,78,56.8441064638783,28.8973384030418,14.2585551330798
"Germany_108000006",79.2,20.8,392,"Germany",113,97,84.6938775510204,10.7142857142857,4.59183673469388
"Germany_108000007",75.5,24.5,473,"Germany",91,75,76.9556025369979,13.5306553911205,9.51374207188161
"Germany_108000008",64.2,35.8,356,"Germany",55,53,48.314606741573,37.9213483146067,13.7640449438202
"Germany_108000009",69.8,30.2,195,"Germany",29,34,37.4358974358974,45.1282051282051,17.4358974358974
"Germany_108000010",50.9,49.1,343,"Germany",41,37,69.0962099125364,22.1574344023324,8.7463556851312
"Germany_108000011",41.5,58.5,406,"Germany",42,44,66.7487684729064,25.3694581280788,7.88177339901478
"Germany_108000012",69.8,30.2,647,"Germany",97,83,80.5255023183926,12.0556414219474,7.41885625965997
"Germany_108000013",75.5,24.5,372,"Germany",66,71,78.494623655914,13.4408602150538,8.06451612903226
"Germany_108000014",79.2,20.8,419,"Germany",82,69,81.8615751789976,10.5011933174224,7.63723150357995
"Germany_108000015",83,17,361,"Germany",92,79,82.5484764542936,9.69529085872576,7.75623268698061
"Germany_108000016",77.4,22.6,507,"Germany",112,88,80.8678500986193,11.2426035502959,7.88954635108481
"Germany_108000017",75.5,24.5,508,"Germany",72,64,74.0157480314961,16.3385826771654,9.64566929133858
"Germany_108000019",79.2,20.8,408,"Germany",90,77,80.8823529411765,11.7647058823529,7.35294117647059
"Germany_108000020",73.6,26.4,312,"Germany",63,64,75.3205128205128,13.1410256410256,11.5384615384615
"Germany_108000021",81.1,18.9,242,"Germany",60,61,66.9421487603306,16.9421487603306,16.1157024793388
"Germany_108000022",81.1,18.9,71,"Germany",21,23,76.056338028169,12.6760563380282,11.2676056338028
"Germany_108000024",83,17,306,"Germany",85,78,77.4509803921569,15.0326797385621,7.51633986928105
"Germany_108000025",84.9,15.1,192,"Germany",59,58,76.0416666666667,10.4166666666667,13.5416666666667
"Germany_108000026",73.6,26.4,190,"Germany",42,48,70,19.4736842105263,10.5263157894737
"Germany_108000027",71.7,28.3,564,"Germany",100,86,81.7375886524823,11.8794326241135,6.38297872340426
"Germany_108000028",77.4,22.6,215,"Germany",56,56,77.2093023255814,10.6976744186047,12.093023255814
"Germany_108000029",77.4,22.6,468,"Germany",104,88,79.4871794871795,13.8888888888889,6.62393162393162
"Germany_108000030",84.9,15.1,232,"Germany",64,67,73.2758620689655,17.2413793103448,9.48275862068965
"Germany_108000031",75.5,24.5,185,"Germany",50,46,78.9189189189189,12.4324324324324,8.64864864864865
"Germany_108000032",69.8,30.2,183,"Germany",32,33,64.4808743169399,22.9508196721311,12.568306010929
"Germany_108000033",54.7,45.3,259,"Germany",32,33,66.023166023166,24.7104247104247,9.26640926640927
"Germany_108000034",79.2,20.8,94,"Germany",20,24,59.5744680851064,21.2765957446809,19.1489361702128
"Germany_108000035",79.2,20.8,110,"Germany",31,33,75.4545454545455,14.5454545454545,10
"Germany_108000036",77.4,22.6,119,"Germany",30,28,74.7899159663866,14.2857142857143,10.9243697478992
"Germany_108000037",77.4,22.6,116,"Germany",26,30,68.9655172413793,19.8275862068966,11.2068965517241
"Germany_108000038",75.5,24.5,168,"Germany",42,44,67.2619047619048,16.6666666666667,16.0714285714286
"Germany_108000039",73.6,26.4,108,"Germany",28,27,72.2222222222222,15.7407407407407,12.037037037037
"Germany_108000040",73.6,26.4,86,"Germany",17,18,67.4418604651163,26.7441860465116,5.81395348837209
"Germany_108000041",71.7,28.3,141,"Germany",36,33,66.6666666666667,17.7304964539007,15.6028368794326
"Germany_108000042",75.5,24.5,136,"Germany",31,32,70.5882352941177,18.3823529411765,11.0294117647059
"Germany_108000043",77.4,22.6,95,"Germany",21,23,72.6315789473684,20,7.36842105263158
"Germany_108000044",81.1,18.9,90,"Germany",20,20,75.5555555555556,15.5555555555556,8.88888888888889
"Germany_108000045",83,17,74,"Germany",21,24,71.6216216216216,13.5135135135135,14.8648648648649
"Germany_108000046",83,17,84,"Germany",22,24,66.6666666666667,17.8571428571429,15.4761904761905
"Germany_108000047",84.9,15.1,53,"Germany",20,22,69.811320754717,11.3207547169811,18.8679245283019
"Germany_108000049",83,17,72,"Germany",24,27,69.4444444444444,13.8888888888889,16.6666666666667
"Germany_108000050",81.1,18.9,77,"Germany",24,28,72.7272727272727,16.8831168831169,10.3896103896104
"Germany_108000051",66,34,154,"Germany",19,25,62.987012987013,25.974025974026,11.038961038961
"Germany_108000052",84.9,15.1,98,"Germany",33,39,59.1836734693878,20.4081632653061,20.4081632653061
"Germany_108000053",73.6,26.4,169,"Germany",41,43,66.2721893491124,22.4852071005917,11.2426035502959
"Germany_108000054",64.2,35.8,231,"Germany",41,42,87.012987012987,12.987012987013,0
"Germany_108000056",84.9,15.1,165,"Germany",54,55,64.8484848484848,29.0909090909091,6.06060606060606
"Germany_108000057",84.9,15.1,131,"Germany",42,44,65.6488549618321,29.7709923664122,4.58015267175572
"Germany_108000058",84.9,15.1,133,"Germany",41,45,65.4135338345865,33.0827067669173,1.50375939849624
"Germany_108000059",75.5,24.5,482,"Germany",105,93,82.1576763485477,11.4107883817427,6.43153526970954
"Germany_108000060",54.7,45.3,325,"Germany",38,41,70.7692307692308,18.7692307692308,10.4615384615385
"Germany_108000061",47.2,52.8,367,"Germany",34,37,70.8446866485014,23.1607629427793,5.99455040871935
"Germany_108000062",50.9,49.1,308,"Germany",42,42,68.5064935064935,23.7012987012987,7.79220779220779
"Germany_108000063",58.5,41.5,257,"Germany",36,35,71.2062256809339,24.124513618677,4.66926070038911
"Germany_108000064",43.4,56.6,361,"Germany",41,42,70.0831024930748,21.3296398891967,8.58725761772853
"Germany_108000065",47.2,52.8,301,"Germany",38,40,71.4285714285714,21.5946843853821,6.97674418604651
"Germany_108000066",47.2,52.8,281,"Germany",34,37,60.1423487544484,29.5373665480427,10.3202846975089
"Germany_108000067",47.2,52.8,370,"Germany",43,41,69.1891891891892,23.7837837837838,7.02702702702703
"Germany_108000068",45.3,54.7,335,"Germany",42,43,71.9402985074627,20.8955223880597,7.16417910447761
"Germany_108000069",54.7,45.3,277,"Germany",39,39,69.6750902527076,22.3826714801444,7.94223826714801
"Germany_108000070",47.2,52.8,339,"Germany",36,39,66.3716814159292,23.3038348082596,10.3244837758112
"Germany_108000071",54.7,45.3,299,"Germany",41,42,68.561872909699,23.4113712374582,8.02675585284281
"Germany_108000072",41.5,58.5,359,"Germany",41,43,67.6880222841226,24.2339832869081,8.07799442896936
"Germany_108000073",39.6,60.4,357,"Germany",35,38,69.187675070028,21.8487394957983,8.96358543417367
"Germany_108000074",47.2,52.8,306,"Germany",37,39,64.7058823529412,24.1830065359477,11.1111111111111
"Germany_108000075",81.1,18.9,236,"Germany",50,55,63.5593220338983,34.7457627118644,1.69491525423729
"Germany_108000076",83,17,135,"Germany",43,48,65.9259259259259,25.9259259259259,8.14814814814815
"Germany_108000077",77.4,22.6,148,"Germany",37,41,85.1351351351351,11.4864864864865,3.37837837837838
"Germany_108000078",79.2,20.8,108,"Germany",19,23,65.7407407407407,22.2222222222222,12.037037037037
"Germany_108000079",71.7,28.3,179,"Germany",29,30,65.3631284916201,25.6983240223464,8.93854748603352
"Germany_108000080",83,17,66,"Germany",19,24,71.2121212121212,15.1515151515152,13.6363636363636
"Germany_108000081",81.1,18.9,57,"Germany",13,17,75.4385964912281,12.280701754386,12.280701754386
"Germany_108000082",84.9,15.1,34,"Germany",14,16,73.5294117647059,14.7058823529412,11.7647058823529
"Germany_108000083",67.9,32.1,168,"Germany",23,25,61.9047619047619,27.9761904761905,10.1190476190476
"Germany_108000084",71.7,28.3,160,"Germany",22,24,64.375,21.875,13.75
"Germany_108000085",84.9,15.1,83,"Germany",16,19,69.8795180722892,20.4819277108434,9.63855421686747
"Germany_108000086",66,34,212,"Germany",27,30,66.5094339622642,20.2830188679245,13.2075471698113
"Germany_108000087",83,17,79,"Germany",14,19,59.4936708860759,22.7848101265823,17.7215189873418
"Germany_108000088",69.8,30.2,159,"Germany",19,22,62.8930817610063,23.8993710691824,13.2075471698113
"Germany_108000089",77.4,22.6,155,"Germany",43,42,83.8709677419355,15.4838709677419,0.645161290322581
"Germany_108000090",73.6,26.4,181,"Germany",43,42,80.6629834254144,18.7845303867403,0.552486187845304
"Germany_108000091",64.2,35.8,197,"Germany",23,24,62.4365482233503,22.3350253807107,15.2284263959391
"Germany_108000092",79.2,20.8,240,"Germany",46,44,51.25,34.5833333333333,14.1666666666667
"Germany_108000093",79.2,20.8,108,"Germany",13,23,29.6296296296296,38.8888888888889,31.4814814814815
"Germany_108000094",67.9,32.1,171,"Germany",31,33,86.5497076023392,13.4502923976608,0
"Germany_108000095",79.2,20.8,157,"Germany",35,36,86.6242038216561,13.3757961783439,0
"Germany_108000096",73.6,26.4,172,"Germany",37,36,85.4651162790698,13.953488372093,0.581395348837209
"Germany_108000097",77.4,22.6,116,"Germany",30,32,81.0344827586207,17.2413793103448,1.72413793103448
"Germany_108000098",77.4,22.6,159,"Germany",38,42,66.6666666666667,30.8176100628931,2.51572327044025
"Germany_108000099",81.1,18.9,181,"Germany",42,45,66.8508287292818,32.0441988950276,1.10497237569061
"Germany_108000100",73.6,26.4,185,"Germany",40,45,69.7297297297297,29.7297297297297,0.540540540540541
"Germany_108000101",84.9,15.1,86,"Germany",29,31,65.1162790697674,34.8837209302326,0
"Germany_108000102",83,17,123,"Germany",29,33,62.6016260162602,37.3983739837398,0
"Germany_108000103",79.2,20.8,113,"Germany",21,29,76.1061946902655,23.0088495575221,0.884955752212389
"Germany_108000104",77.4,22.6,135,"Germany",33,33,87.4074074074074,11.8518518518519,0.740740740740741
"Germany_108000106",83,17,122,"Germany",32,32,86.8852459016393,13.1147540983607,0
"Germany_108000107",71.7,28.3,158,"Germany",30,34,87.3417721518987,10.126582278481,2.53164556962025
"Germany_108000108",77.4,22.6,117,"Germany",27,30,84.6153846153846,13.6752136752137,1.70940170940171
"Germany_108000109",75.5,24.5,129,"Germany",27,27,91.4728682170543,7.75193798449612,0.775193798449612
"Germany_108000110",79.2,20.8,112,"Germany",29,29,93.75,5.35714285714286,0.892857142857143
"Germany_108000111",75.5,24.5,133,"Germany",27,30,84.9624060150376,14.2857142857143,0.75187969924812
"Germany_108000112",81.1,18.9,99,"Germany",22,26,81.8181818181818,15.1515151515152,3.03030303030303
"Germany_108000113",79.2,20.8,172,"Germany",43,50,73.2558139534884,25,1.74418604651163
"Germany_108000114",75.5,24.5,130,"Germany",28,32,82.3076923076923,14.6153846153846,3.07692307692308
"Germany_108000115",79.2,20.8,115,"Germany",23,22,86.9565217391304,12.1739130434783,0.869565217391304
"Germany_108000116",79.2,20.8,124,"Germany",24,25,89.5161290322581,10.4838709677419,0
"Germany_108000117",73.6,26.4,150,"Germany",31,31,88.6666666666667,10.6666666666667,0.666666666666667
"Germany_108000118",73.6,26.4,147,"Germany",26,29,87.0748299319728,12.2448979591837,0.680272108843537
"Germany_108000119",81.1,18.9,92,"Germany",22,25,89.1304347826087,9.78260869565217,1.08695652173913
"Germany_108000120",84.9,15.1,89,"Germany",24,28,88.7640449438202,11.2359550561798,0
"Germany_108000121",77.4,22.6,136,"Germany",27,32,88.9705882352941,9.55882352941176,1.47058823529412
"Germany_108000122",81.1,18.9,97,"Germany",24,26,90.7216494845361,7.21649484536082,2.06185567010309
"Germany_108000123",81.1,18.9,114,"Germany",28,33,90.3508771929825,8.7719298245614,0.87719298245614
"Germany_108000124",79.2,20.8,124,"Germany",29,32,89.5161290322581,8.87096774193548,1.61290322580645
"Germany_108000125",83,17,112,"Germany",25,28,91.0714285714286,8.92857142857143,0
"Germany_108000126",81.1,18.9,101,"Germany",25,24,93.0693069306931,6.93069306930693,0
"Germany_108000127",84.9,15.1,99,"Germany",24,27,89.8989898989899,10.1010101010101,0
"Germany_108000128",81.1,18.9,94,"Germany",23,24,87.2340425531915,12.7659574468085,0
"Germany_108000129",83,17,95,"Germany",27,29,86.3157894736842,12.6315789473684,1.05263157894737
"Germany_108000130",81.1,18.9,106,"Germany",29,31,88.6792452830189,9.43396226415094,1.88679245283019
"Germany_108000131",77.4,22.6,110,"Germany",22,23,90,10,0
"Germany_108000132",77.4,22.6,117,"Germany",22,24,88.8888888888889,11.1111111111111,0
"Germany_108000133",79.2,20.8,124,"Germany",26,28,92.741935483871,7.25806451612903,0
"Germany_108000134",77.4,22.6,124,"Germany",29,31,86.2903225806452,12.9032258064516,0.806451612903226
"Germany_108000135",73.6,26.4,129,"Germany",31,34,85.2713178294574,13.953488372093,0.775193798449612
"Germany_108000136",77.4,22.6,137,"Germany",27,32,82.4817518248175,14.5985401459854,2.91970802919708
